x,y,z
-0.034896128930073149,0.044141246278456038,0.076985511505763354
0.064624251613390818,-0.027833099526316393,0.013210085123734269
-0.11648955244950276,0.18815279734321344,0.00054757657004811898
-0.2737969125835355,0.0053205073251630947,-0.87775686412378995
0.86759436201016216,0.28757239141591973,-0.067653378491349447
0.18067147454356677,0.065206129871708193,0.69953428304602316
0.21425970694450783,-0.11568299804589958,-0.017362322914162922
0.078208751306226731,0.16533976009726584,0.03426337678202411
-0.010700456128958053,0.012222901449701838,0.01168747814127739
0.18601218806482206,-0.045470365029333604,0.14849867133811975
-0.00037210323541833352,-0.023951289623906222,-0.025240220563218771
-0.032227036530306258,0.012429851249390032,0.0010340863542775271
-0.04491742575054565,0.35199453043547912,0.40227299665474386
-0.23100521592602241,0.23140461976804499,-0.031577503625244988
-0.11947492952408888,-0.0079690763070628355,0.042502733785270322
-0.000375343515173159,-0.048325897453368613,-0.046039593038703787
-0.0165316533398089,-0.0048799285942874001,0.014059729965786001
0.32255760316156667,-0.14300000455215467,0.56812099951416628
0.0068426571501099221,-0.033770922133197816,-0.079505063020481062
-0.0077164431099618624,-0.0020902009060526083,0.012361448029993739
-0.006036624593452407,0.0099849802385988048,-0.014821143412768472
-0.097709239808946247,0.018156610326374296,0.0062793964338568927
0.63850099474118382,-0.038173016929955721,0.069672509322010329
0.020152363078317644,-0.018252643606668974,-0.0058892094186826409
0.046348588883928829,0.014050269545204783,-0.064089413088867273
-0.017114492415311048,-0.008793884458419771,0.0041026435140110598
-0.0073570266083147848,-0.014211434361994311,0.01813883560291377
0.60186424311711462,-0.19580969406636486,-0.3050972445178794
-0.011156712309838855,-0.001909597156284565,-0.002377251235681358
-0.10159418322103676,-0.012351781786822348,-0.12051787451004188
0.002597814749452029,0.0022252372238183824,0.011719415955364878
-0.1834664235107816,0.61310679236670829,-0.52895151060155809
