x,y,z
2.2362212834392809,-3.7909698642293996,-2.6340149498076659
0.16073251856570578,-0.021846537913744003,0.032680587978049735
-0.21803274129838282,0.2760803161542274,-0.095043754508344208
2.6048074112468145,1.4084843031616903,1.7304441375302271
0.237310443573403,-0.61283912937467666,-0.76663616457911543
-6.5657499583919803,-0.75797033397350788,-0.065694849484675119
0.20559222860541504,-0.085291401428369787,0.27885369340180055
0.30696818858684211,0.13335574981297582,-0.010525079754521776
1.1918935213502384,-3.8211356293220704,-1.2317971036886561
0.28797040039611127,0.22372196140562869,-1.1106715455907539
4.9509323722804019,1.8117442385849238,-0.95973727886745741
-0.54705895672567562,-1.2162781077393501,2.5866328705027835
0.43478218663301849,1.3303528210787527,0.32691311929528977
-1.4070487895147934,-1.9783031204034125,-6.556266689491193
1.1014636427662623,-4.2760557145918474,0.88704554974741878
-0.1358224476950797,0.547898887507828,0.6839715354999274
-0.46399425891654966,2.5255812812898735,-5.0801696727970365
0.019511937528647438,-0.26341007841645298,0.11618889622583485
-0.20897101174593991,-0.0069393441792921177,-0.20147315816609668
0.26022000299594433,-0.53472724097481428,-0.4100986340554742
-0.087128180617420073,-0.06332414921859518,0.12421725857217351
-0.11468169544963332,0.16309241112907988,0.14985706048031111
-0.14575916501277364,0.067915632355173172,-0.078734839354433872
-0.35374866669258936,0.7269508506674891,2.7309311085319421
0.2499991753329808,-0.24746558592866771,-0.31300457694849482
-0.037689012922226227,-0.14732987607519588,-0.15481445275440522
-0.096560716858717616,-0.29099718350378512,0.035432168945060599
-0.073678589104793774,-0.065748751632649496,0.1552613839135174
-0.25772293890393005,-0.031040548982841244,0.27572471571111606
0.11857156653458623,0.20071120121619493,0.17623567090435005
0.11837327030751758,-0.0019916195805026525,-0.29903592574773213
0.046560635029267078,0.087271998817773283,0.063535149352711678
