x,y,z
0.0067122480067018002,0.015958208947681886,0.0064180470544686011
-0.0045581591860509542,0.0031667369525629728,0.001561320697223667
-0.017394961113729571,0.018825711736697493,0.011810567917596821
0.0096130107702556318,0.00092891236089273502,0.017867994486509036
-0.0059936291481841883,-0.001325842072240576,-0.0039237264296351233
0.04868806754084902,0.0032295314074430974,-0.023777647321371963
-0.017455852203821239,-0.005741733152088261,0.00018177153284238678
-0.0069192559182044752,0.032488622340838248,0.025274708802918697
-0.0039541346344907731,-0.0027550590415892119,-0.00025489891797311206
-0.0099144506073423847,0.0050170560207558916,0.0051034497514300106
0.0021596046319489804,-0.0011339509130268051,-0.0003850517516943524
0.089471339953124215,0.028324940198727857,0.029041508205201658
-0.00090830505409901616,-0.0029123277252553195,0.00029592838131859464
0.00025253932266331282,-0.0028432532220581969,-0.001582745880275808
-0.00010594389811395689,-0.0013893053502473888,-0.00014451098973866631
0.00060605075654935768,0.00022587329352456232,-0.0032135391041531341
0.017842821292904827,0.026780605214559196,0.0096418653508954302
-0.016867220379540779,0.015082479110022591,-0.010336820879351644
0.00095747014573976941,-0.0011672548029256075,0.00099592159616861131
-8.8115023246335215e-05,-0.0054842767414417957,-0.0013785890714966902
0.00036822820539487647,0.0018566586759119134,-0.0066849193568053874
-0.019433486427981515,0.0035025444408709546,-0.0081910719861922887
0.0010502261353017503,0.0033870413826590146,-0.0073526892670425104
0.0029471185590864645,0.014187690273274094,-0.0034468861866427908
-0.034151730977524955,0.031684714787392883,0.010675236259527475
0.014397621066996174,-0.0055479170684389727,-0.023814110000634239
-0.0006556526156022126,-0.0026570890166807736,0.0046208486342083147
0.00075167354910877864,-0.0063308795014888411,-0.004639566487371613
0.0037376743147066985,0.0028748266163720316,-0.0027076837173248425
-2.6890809046253415e-06,0.0011424363622511118,0.0012009737583680894
0.00243389745647623,0.00071242827438066443,-0.00026340029507911718
-0.00038263920892550574,0.0015606397921341924,-0.0033272997421423482
